feature11381,feature11351,feature2080,feature4638,feature3307,feature467,feature10684,feature4789,feature624,feature7526,feature11497,feature8373,feature7136,feature4255,feature4585,feature7590,feature3827,feature4779,feature6193,feature7960,feature1906,feature6592,feature4288,feature9666,feature839,feature10380,feature1627,feature3538,feature4568,feature4678,feature9870,feature11207,feature2075,feature2785,feature1109,feature5199,feature738,feature10200,feature6410,feature7421,feature850,feature6583,feature6466,feature8795,feature10685,feature7991,feature9583,feature4268,feature10008,feature9599,feature3565,feature2280,feature3905,feature8764,feature7950,feature7952,feature5722,feature7349,feature306,feature3450,feature6108,feature5773,feature9363,feature10163,feature6046,feature8927,feature5096,feature8152,feature8934,feature7226,feature10968,feature7359,feature1518,feature435,feature10472,feature4373,feature2217,feature4850,feature8508,feature117,feature5512,feature6337,feature9309,feature7970,feature7858,feature8172,feature11400,feature10449,feature3481,feature11155,feature2647,feature6753,feature1725,feature10522,feature2929,feature9521,feature11605,feature2999,feature308,feature2508,feature1084,feature9364,feature1867,feature9746,feature8779,feature7101,feature6449,feature211,feature5700,feature2447,feature10769,feature8294,feature3782,feature2802,feature5396,feature332,feature2662,feature11168,feature4282,feature7957,feature8684,feature4077,feature819,feature4840,feature2085,feature8753,feature4480,feature9448,feature38,feature7604,feature722,feature9916,feature9104,feature11724,feature8286,feature9607,feature2069,feature8651,feature6186,feature11373,feature9548,feature8440,feature8840,feature734,feature4305,feature3474,feature4630,feature8568,feature3602,feature1722,feature6784,feature10914,feature10314,feature3372,feature9579,feature8756,feature9611,feature1956,feature10746,feature3543,feature1593,feature4276,feature9578,feature7955,feature9042,feature5421,feature8989,feature10696,feature8469,feature8757,feature6219,feature3101,feature2419,feature1430,feature4956,feature268,feature7351,feature130,feature5241,feature886,feature769,feature8514,feature2091,feature7895,feature8020,feature8207,feature7014,feature155,feature10776,feature5854,feature3316,feature7805,feature10573,feature7444,feature5280,feature4713,feature6137,feature7221,feature5694,feature5718,feature10881,feature9930,feature7767,feature7845,feature6498,feature143,feature8287,feature32,feature7801,feature2622,class
0,0,-2.283207,0.030992,0,0,0,0,0,0,0,1,0.002066,0,0,-3.833804,0,0.008264,0.006198,0,0,0,0,0.008264,0,0,0,0,0.002066,0.008264,0.002066,0,0,0.002066,0.002066,0.002066,0,0,0,0.002066,0,0,0,0,0,0.022727,0,0,0.122549,0.002066,0,0,0,0.002066,0.008264,0.051653,0.004132,0.076923,19.40678,0.002066,0,0,0,0,0.002066,6,0,0,0,0.004132,0,0.002066,0,0,0,0.010331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.006198,0,0,0.004132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008264,0,0.006198,0.388724,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.247438,0.007079,0.125,0,0,0,0,0,0.035714,0.035714,0.001759,0.002022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0.004132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ania7
6,0,-1.99606,0.009302,0.002326,0,0,0,0,0,0.030303,1,0,0.010204,0.000144,-2.953173,0,0.009302,0.009302,0.006977,0,0,0,0.006977,0.002326,0,0.076923,-0.05522,0.002326,0,0,8,2,0,0.002326,0.002326,1,0,0,0,0.004651,0,0,0,0.002326,0,0.038462,0.031363,0.182099,0.002326,0,0,0,0,0.011628,0.032558,0.004651,0.060606,18.238095,0,0.004651,0.004651,0.060606,0,0,0,0.060606,0.004651,6.5,0.004651,0,0,0,0,0,0.011628,0,0,0,0.038462,0.06225,0,0,0,0.009302,0,0,0,0.002326,0.076923,0.127672,0,0,0.002326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002178,0.038462,0,0,0,0,0,0.010204,0.010204,0.000502,0.000578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anrieff
0,0,-1.934687,0.008424,0.004813,0,0,0,0,0,0.064516,1,0.001203,0.007968,0.000112,-3.62547,0.001203,0,0,0,0.00361,0,0.00722,0,0.001203,0.002407,0,0,0.002407,0.016847,0.001203,8,6.1,0.001203,0.001203,0.001203,1,0.001203,0.001203,0.00361,0,0.001203,0,0,0,0,0.135135,0.110195,0.16626,0.021661,0,0,0,0.001203,0.002407,0.026474,0.002407,0.032258,18.158228,0,0.002407,0,0,0,0,0,0.064516,0.004813,0,0.002407,0,0.001203,0,0,0,0.006017,0,0,2,0.006757,0.010936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001203,0,0,0,0,0,0.01399,0.006757,0,0,0.001203,0,0,0,0,0.004813,0,0,0,0,0,0,0,0,0,2,0.017406,0.006757,0,0,0.000383,0.006757,0,0,0,0,0,0.001992,0.001992,0.000098,0.000113,0,0,0,0,0,0,0,0,0,0,0,0,0.001203,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0.002407,0,0,0,0,0,0,0,0,0,0,0.001203,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AHA
0,0,-1.930657,0,0,0,0,0,0,0,0,1,0,0,0,-1.957504,0,0.006977,0.002326,0,0,0,0,0.002326,0,0,0,0,0,0,0,0,0,0.002326,0,0,0,0,0,0,0.002326,0,0,0,0.002326,0,0,0,0.277264,0,0,0,0,0,0.013953,0.011628,0.018605,0.2,21.936508,0,0,0,0,0,0.002326,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006977,0.002326,0,0,0,0.038462,0.063836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014423,0.018764,0,0,0,0,0,0,0,0,0,0.001089,0.019231,0,0,0,0,0,0.004808,0.004808,0.000237,0.000272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.002326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AdrianKuegel
0,4.5,-0.492237,0,0,0,0,0,0,0,0,0,0.002398,0,0,0,0.002398,0,0,0,0.007194,0,0.014388,0,0,0.002398,0,0,0,0.01199,0,0,0,0,0.002398,0,0,0.002398,0,0.002398,0,0,0,0,0,0.007194,0,0,0.636445,0,-0.009865,0.025316,0,0,0.004796,0.007194,0.038369,0.355556,19.815217,0,0,0,0,0,0,0,0.044444,0.004796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000717,0.012658,0,0,0,0,0,0.003448,0.003448,0.00017,0.000195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ahyangyi
6,6.5,-1.576957,0,0,0.002215,0.001107,0.001107,0.001107,0.001107,0,1,0,0,0,-1.946976,0.001107,0,0,0.003322,0.003322,0,0.006645,0,0,0.003322,0.086957,-0.062423,0,0.005537,0,0,0,0,0.001107,0,0,0.001107,0,0.001107,0,0,0,0,0,0.00443,0,0,0.30705,0,-0.033883,0.086957,0,0,0,0.002215,0,0,19.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002462,0.043478,0,0,0,0,0,0.016393,0.016393,0.000807,0.000928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aiz
0,0,-2.656097,0.01573,0.008989,0.002247,0.001124,0.001124,0.001124,0.001124,0.135593,1,0.001124,0.022222,0.000314,-3.189737,0,0.003371,0.002247,0,0,0.001124,0,0.001124,0.001124,0,0,0,0.001124,0.002247,0.001124,0,0,0,0.001124,0.001124,1,0,0.001124,0,0,0.001124,0,0.001124,0,0,0,0,0.103872,0,0,0,0.001124,0.001124,0.006742,0.034831,0.004494,0.067797,19.813559,0.001124,0,0.001124,0.016949,0,0.001124,0,0.067797,0.004494,0,0.005618,0,0,0,0,0,0,0.001124,0,0,0,0,0,0,0.002247,0,0,0.001124,0,0,0,0,0,0,0,0.02809,0,0,0,0,0,0,0,0,0,4.826087,0.001124,0.001124,0.001124,0,0,0,0,0.001124,0,0,0,0,0,0,0.006742,0.001124,0.001124,0,0,0.001124,0,0.205357,0.392138,0,0,0,0,0,0.000506,0.008929,0,0,0.005618,0,0,0.002778,0.002778,0.000137,0.000157,0,0.003371,0,0,0,0.002247,0,0,0,0.002247,0.001124,0,0.001124,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0.002247,0,0,0,0,0,0,0,0,0,2,0,0,0.002247,0,0,0,0.027291,0.008929,0,0,0,0,0,2,0.008929,0.028957,0,0,0,Anton.Lunyov
3.875,7.75,-0.812346,0.005917,0.004931,0.001972,0.000986,0.000986,0.000986,0.000986,0.055556,0,0,0.008993,0.000127,0,0,0.002959,0.000986,0.016765,0,0.000986,0,0.000986,0.000986,0,0.079208,-0.056861,0.000986,0.000986,0.000986,0,4.666667,0.000986,0.000986,0,1,0,0,0,0.004931,0,0.000986,0.000986,0.000986,0.019724,0.133663,0.108995,0.405582,0.023669,-0.015432,0.039604,0.000986,0.000986,0.017751,0.023669,0.003945,0.044444,19.293532,0,0,0.002959,0.033333,0.044444,0,0,0.144444,0.012821,0,0.000986,0,0,0.003945,0,0.044444,0,0.000986,0,0,0,0,0,0.003945,0.001972,0,0,0,0,0,0,0,0,0.003945,0,0,0.000986,0,1,0.006217,2,0.006841,0.007194,0.007194,0,0,0.000986,0.000986,0.000986,0,0,0,0,0.000986,0,0.044444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,0.00495,0,0,0,0,7,0.001799,0.001799,0.000089,0.000102,0.000986,0,0.000986,0,2,0,0.000986,0,0,0,0,0,0,0,0,0.012885,0.00495,0,0,0.002959,0,0,0.00495,0.011545,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002959,0,0,0.000986,0,0,0,0,0,0,a180285
3.9375,7.6,-2.663925,0.001646,0.000705,0.00047,0.000235,0.00047,0.000235,0.000235,0.007673,1,0.00047,0.002358,0.000033,-3.831214,0.000235,0,0.000235,0.036671,0.000705,0.000235,0.002586,0,0.000235,0.000705,0.257028,-0.184511,0.000235,0.003996,0.000235,10,0,0.000235,0.000235,0.00047,1,0.000235,0.00047,0.00047,0.000235,0,0.000235,0.000235,0,0.002586,0,0,0.087774,0,-0.003912,0.01004,0.000235,0,0.003291,0.007757,0.00094,0.01023,44.774194,0,0.00047,0.000235,0.002558,0.094629,0.000705,0,0.01023,0.00094,0,0.002116,0,0.002821,0.008698,0.000235,0.094629,0,0,0.000235,3,0.002008,0.00325,0,0.008698,0,0,0.000235,0,0,0.000235,0,0,0,0.005172,0,0,0,0,1,0.021739,2,0.02168,0.025157,0.022799,0.000235,0,0,0,0,0.000235,0.008315,0.004016,0.000235,0.00094,0,0.056266,0,0,0,0,0.00047,0.001175,0.000235,0.004717,0.006137,0,0,0,0,0,0,0,0,0,0.000114,0.002008,0,0,0,0,0,0.000786,0.000786,0.000039,0.000044,0,0,0,0.00047,0,0,0.001175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235,2,1,3,0,0,0.000705,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acrush
6,0,-0.954868,0,0,0,0,0,0,0,0,0,0.003322,0,0,0,0,0.009967,0.003322,0.009967,0,0.003322,0,0.003322,0,0,0.057143,-0.041021,0,0,0,8,0,0,0.003322,0.003322,0,0,0,0,0.023256,0,0,0,0,0,0,0,0.373089,0,0,0,0,0,0.013289,0.019934,0,0,21.902439,0,0.006645,0,0,0,0,0,0.038462,0.003322,0,0,0,0,0,0,0,0,0,0,0,0.028571,0.046243,0,0,0,0,0.003322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001618,0.028571,0,0,0,0,0,0.008197,0.008197,0.000404,0.000464,0,0,0,0,0,0.003322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alantian
0,0,-1.866118,0.007564,0.003026,0,0,0,0,0,0.052632,1,0.001513,0.015385,0.000217,-3.201119,0,0.001513,0.001513,0,0.001513,0.001513,0.003026,0.001513,0,0.001513,0,0,0.001513,0.003026,0.001513,0,2,0,0.001513,0.001513,1,0,0,0.001513,0,0,0,0,0,0,0.041667,0.033977,0.185944,0.001513,0,0,0,0,0.001513,0.02118,0.003026,0.052632,21.038961,0,0,0,0,0,0.001513,0,0,0,0,0.001513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236,0.041667,0.001513,2,0,0,0,0.007692,0.007692,0.000379,0.000436,0,0,0,0.001513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088303,0.041667,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0.001513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACube
0,7,-1.712538,0.007905,0,0.003953,0.001976,0.001976,0.001976,0.001976,0,1,0.001976,0,0,-3.680188,0.001976,0.003953,0,0,0.001976,0.001976,0.001976,0.001976,0,0.005929,0,0,0,0.013834,0,0,0,0,0.001976,0,0,0.001976,0,0,0,0,0,0,0,0.007905,0,0,0.19627,0,-0.004996,0.012821,0,0,0.003953,0.013834,0,0,25.415094,0,0,0,0,0,0.001976,0,0.0625,0.003953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003484,0.004533,0,0,0,0,0,0,0,0,0,0.000726,0.012821,0,0,0,0,0,0.003484,0.003484,0.000172,0.000197,0,0,0,0.001976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AHdoc
0,6,-0.207639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002635,0.001318,0,0,0,0,0.001318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002635,0,0,0,0.001318,0.003953,0,0,0.813866,0,-0.00586,0.015038,0,0,0.002635,0.002635,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ahyangyi
0,3,-1.95596,0.006107,0.003053,0,0,0,0,0,0.03125,1,0.001527,0.008403,0.000119,-3.010121,0,0.003053,0.003053,0,0,0.001527,0,0.001527,0,0,0,0,0.003053,0,0.001527,0,0,0,0,0.001527,1,0,0.001527,0,0,0,0,0.001527,0,0.00458,0,0,0.177037,0,-0.006494,0.016667,0,0,0.003053,0.032061,0.003053,0.03125,20.388889,0,0,0,0,0,0,0,0,0,0,0.001527,0,0,0,0.001527,0,0,0.006107,0,0,0,0,0,0,0,0,0.001527,0.001527,0,0,0,0,0,0.003053,0,0.001527,0,0,0,0,0,0,0,0,0,2,0,0,0,0.001527,0,0,0,0,0,0.03125,0,0,0,0.006107,0,0,0,0.004202,0.005466,0,0,0.016667,0.031826,0,0,0,0,0,0.000944,0.016667,0,0,0,0,6.5,0.004202,0.004202,0.000207,0.000238,0,0,0,0,0,0.001527,0,0,0,0,0,0,0,0,0,0.086756,0.033333,0,0,0.003053,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.001527,0,0,0,0,0,0,0.001527,0.003053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AlexUdalov
0,6.25,-2.912704,0.001676,0,0.001676,0.000838,0.000838,0,0,0,1,0.000838,0,0,-1.649542,0.000838,0,0,0,0.001676,0.000838,0.002515,0,0.000838,0.002515,0,0,0.007544,0.004191,0.000838,8,0,0.000838,0.000838,0.000838,0,0.000838,0,0.000838,0,0,0.000838,0.000838,0,0.005029,0,0,0.216812,0,-0.013793,0.035398,0.001676,0,0,0.017603,0,0,16.748691,0,0.001676,0,0,0,0,0,0,0,0,0.000838,0.000838,0,0,0,0,0,0,0,0,0.00885,0.014323,0.000838,0,0,0,0,0,0,0.000838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000838,0.000838,0.000838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000838,0,0,0,0,0,0,0,0,0.000501,0.00885,0,0,0,0,0,0.002028,0.002028,0.0001,0.000115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000838,0.000838,0,0,0.000838,0.008382,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000838,AndreySiunov
0,0,-2.563251,0.017222,0.009185,0.002296,0.001148,0.001148,0.001148,0.001148,0.150943,1,0.001148,0.02005,0.000283,-2.616094,0,0.002296,0.002296,0,0,0.001148,0,0.001148,0.001148,0,0,0,0.001148,0.002296,0.001148,0,0,0,0.001148,0.001148,1,0,0.001148,0,0,0.001148,0,0.001148,0,0,0,0,0.136917,0,0,0,0.001148,0.001148,0.002296,0.036739,0.004592,0.075472,20.759259,0.001148,0,0.001148,0.018868,0,0.001148,0,0.075472,0.004592,0,0.005741,0,0,0,0,0,0,0.001148,0,0,0,0,0,0,0.002296,0,0,0.001148,0.001148,0,0,0,0,0,0,0.005741,0,0,0,0,0,0,0,0,0,4.5,0.001148,0.001148,0.001148,0,0,0,0,0.001148,0,0,0,0,0,0,0.001148,0.001148,0.001148,0,0,0.001148,0,0.044944,0.085822,0,0,0,0,0,0.000636,0.011236,0,0,0.001148,0,0,0.002506,0.002506,0.000123,0.000142,0,0.003444,0,0,0,0.002296,0,0,0,0.002296,0.001148,0,0.001148,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0.002296,0,0,0,0,0,0,0,0,0,2,0,0,0.002296,0,0,0,0.034344,0.011236,0,0,0,0,0,2,0.011236,0.03644,0,0,0,Anton.Lunyov
6,0,-0.768133,0,0,0,0,0,0,0,0,0,0.001866,0,0,0,0,0.005597,0.001866,0.005597,0,0.001866,0,0.003731,0,0,0.026316,-0.018891,0,0,0,8,0,0,0.001866,0.001866,0,0,0,0,0,0,0,0,0,0,0,0,0.44725,0,0,0,0,0,0.003731,0.011194,0,0,21.118421,0,0.003731,0,0,0,0,0,0.014706,0.001866,0,0,0,0,0,0,0,0,0,0,0,0.013158,0.021296,0,0,0,0,0.001866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000745,0.013158,0,0,0,0,0,0.002882,0.002882,0.000142,0.000163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alantian
6,0,-2.040827,0.005019,0.001255,0,0,0,0,0,0.017241,1,0,0.00207,0.000029,-2.486877,0,0.002509,0.002509,0.003764,0,0,0,0.001255,0.001255,0,0.018182,-0.013052,0.001255,0,0,8,2,0,0.001255,0.001255,1,0,0,0,0.002509,0,0,0,0.001255,0,0.009091,0.007413,0.218299,0.001255,0,0,0,0,0.002509,0.017566,0.002509,0.034483,18.560606,0.016311,0.002509,0.002509,0.034483,0,0,0,0,0,6.5,0.001255,0,0,0,0,0,0.008783,0,0,0,0.009091,0.014714,0,0,0,0.005019,0,0,0,0.001255,0.018182,0.030177,0,0,0.001255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000515,0.009091,0,0,0,0,0,0.00207,0.00207,0.000102,0.000117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anrieff
0,11,-1.752307,0.004519,0.001937,0,0,0,0,0,0.024793,1,0.000646,0.004831,0.000068,-2.606722,0,0.001937,0.000646,0,0,0.000646,0.000646,0.000646,0,0.000646,0,0,0.000646,0.015494,0.001291,0,2,0,0.000646,0.000646,1,0,0,0.000646,0,0,0,0,0,0.003873,0.007246,0.005909,0.236667,0.000646,-0.008471,0.021739,0,0,0.007101,0.010329,0.001291,0.016529,19.714976,0,0,0,0,0,0.000646,0,0.033058,0.002582,0,0.001291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041,0.007246,0.000646,2,0,0,0,0.00161,0.00161,0.000079,0.000091,0,0,0,0.005165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015357,0.007246,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0.004519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACube
0,0,-1.513723,0.001957,0,0.001305,0.000652,0.000652,0.000652,0.000652,0,1,0.000652,0,0,-3.126281,0.000652,0,0,0,0.001957,0.000652,0.003262,0,0,0.001957,0,0,0,0.005219,0,0,0,0,0.000652,0,0,0.000652,0,0,0,0,0,0,0,0,0,0,0.259417,0,0,0,0,0,0,0.003914,0,0,31.008065,0,0,0,0,0,0.000652,0,0.019231,0.001305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000188,0.003322,0,0,0,0,0,0.000835,0.000835,0.000041,0.000047,0,0,0,0.004566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AHdoc
0,6,-0.339564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001475,0.003933,0,0,0,0.000492,0.000492,0,0,0,0,0.015733,0,0,0,0,0,0,0,0,0,0,0,0.000983,0,0,0,0.000492,0.001475,0,0,0.692833,0,-0.001755,0.004505,0,0,0.004425,0.000983,0,0,23.525692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ahyangyi
6,6.5,-1.576957,0,0,0.002215,0.001107,0.001107,0.001107,0.001107,0,1,0,0,0,-1.946976,0.001107,0,0,0.003322,0.003322,0,0.006645,0,0,0.003322,0.086957,-0.062423,0,0.005537,0,0,0,0,0.001107,0,0,0.001107,0,0.001107,0,0,0,0,0,0.00443,0,0,0.30705,0,-0.033883,0.086957,0,0,0,0.002215,0,0,19.569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002462,0.043478,0,0,0,0,0,0.016393,0.016393,0.000807,0.000928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aiz
